tag,patterns,responses,patterns_str,responses_str
death,my dad passed away,i'm sorry to hear that. if you want to talk about it. i'm here.,My mom died My brother died My dad passed away My sister passed away Someone in my family died My friend passed away,"I'm sorry to hear that. If you want to talk about it. I'm here. I am really sorry to hear that. I am here to help you with grief, anxiety and anything else you may feel at this time. My condolences. I'm here if you need to talk."
death,my dad passed away,"i am really sorry to hear that. i am here to help you with grief, anxiety and anything else you may feel at this time.",My mom died My brother died My dad passed away My sister passed away Someone in my family died My friend passed away,"I'm sorry to hear that. If you want to talk about it. I'm here. I am really sorry to hear that. I am here to help you with grief, anxiety and anything else you may feel at this time. My condolences. I'm here if you need to talk."
death,my dad passed away,my condolences. i'm here if you need to talk.,My mom died My brother died My dad passed away My sister passed away Someone in my family died My friend passed away,"I'm sorry to hear that. If you want to talk about it. I'm here. I am really sorry to hear that. I am here to help you with grief, anxiety and anything else you may feel at this time. My condolences. I'm here if you need to talk."
death,my sister passed away,i'm sorry to hear that. if you want to talk about it. i'm here.,My mom died My brother died My dad passed away My sister passed away Someone in my family died My friend passed away,"I'm sorry to hear that. If you want to talk about it. I'm here. I am really sorry to hear that. I am here to help you with grief, anxiety and anything else you may feel at this time. My condolences. I'm here if you need to talk."
death,my sister passed away,"i am really sorry to hear that. i am here to help you with grief, anxiety and anything else you may feel at this time.",My mom died My brother died My dad passed away My sister passed away Someone in my family died My friend passed away,"I'm sorry to hear that. If you want to talk about it. I'm here. I am really sorry to hear that. I am here to help you with grief, anxiety and anything else you may feel at this time. My condolences. I'm here if you need to talk."
death,my sister passed away,my condolences. i'm here if you need to talk.,My mom died My brother died My dad passed away My sister passed away Someone in my family died My friend passed away,"I'm sorry to hear that. If you want to talk about it. I'm here. I am really sorry to hear that. I am here to help you with grief, anxiety and anything else you may feel at this time. My condolences. I'm here if you need to talk."
death,someone in my family died,i'm sorry to hear that. if you want to talk about it. i'm here.,My mom died My brother died My dad passed away My sister passed away Someone in my family died My friend passed away,"I'm sorry to hear that. If you want to talk about it. I'm here. I am really sorry to hear that. I am here to help you with grief, anxiety and anything else you may feel at this time. My condolences. I'm here if you need to talk."
death,someone in my family died,"i am really sorry to hear that. i am here to help you with grief, anxiety and anything else you may feel at this time.",My mom died My brother died My dad passed away My sister passed away Someone in my family died My friend passed away,"I'm sorry to hear that. If you want to talk about it. I'm here. I am really sorry to hear that. I am here to help you with grief, anxiety and anything else you may feel at this time. My condolences. I'm here if you need to talk."
death,someone in my family died,my condolences. i'm here if you need to talk.,My mom died My brother died My dad passed away My sister passed away Someone in my family died My friend passed away,"I'm sorry to hear that. If you want to talk about it. I'm here. I am really sorry to hear that. I am here to help you with grief, anxiety and anything else you may feel at this time. My condolences. I'm here if you need to talk."
death,my friend passed away,i'm sorry to hear that. if you want to talk about it. i'm here.,My mom died My brother died My dad passed away My sister passed away Someone in my family died My friend passed away,"I'm sorry to hear that. If you want to talk about it. I'm here. I am really sorry to hear that. I am here to help you with grief, anxiety and anything else you may feel at this time. My condolences. I'm here if you need to talk."
death,my friend passed away,"i am really sorry to hear that. i am here to help you with grief, anxiety and anything else you may feel at this time.",My mom died My brother died My dad passed away My sister passed away Someone in my family died My friend passed away,"I'm sorry to hear that. If you want to talk about it. I'm here. I am really sorry to hear that. I am here to help you with grief, anxiety and anything else you may feel at this time. My condolences. I'm here if you need to talk."
death,my friend passed away,my condolences. i'm here if you need to talk.,My mom died My brother died My dad passed away My sister passed away Someone in my family died My friend passed away,"I'm sorry to hear that. If you want to talk about it. I'm here. I am really sorry to hear that. I am here to help you with grief, anxiety and anything else you may feel at this time. My condolences. I'm here if you need to talk."
understand,you don't understand me.,it sound like i'm not being very helpful right now.,You don't understand me. You're just some robot. How would you know? You can't possibly know what i'm going through You're useless You can't help me Nobody understands me.,It sound like i'm not being very helpful right now. I'm sorry to hear that. I'm doing my best to help I'm trying my best to help you. So please talk to me
understand,you don't understand me.,i'm sorry to hear that. i'm doing my best to help,You don't understand me. You're just some robot. How would you know? You can't possibly know what i'm going through You're useless You can't help me Nobody understands me.,It sound like i'm not being very helpful right now. I'm sorry to hear that. I'm doing my best to help I'm trying my best to help you. So please talk to me
understand,you don't understand me.,i'm trying my best to help you. so please talk to me,You don't understand me. You're just some robot. How would you know? You can't possibly know what i'm going through You're useless You can't help me Nobody understands me.,It sound like i'm not being very helpful right now. I'm sorry to hear that. I'm doing my best to help I'm trying my best to help you. So please talk to me
understand,you're just some robot. how would you know?,it sound like i'm not being very helpful right now.,You don't understand me. You're just some robot. How would you know? You can't possibly know what i'm going through You're useless You can't help me Nobody understands me.,It sound like i'm not being very helpful right now. I'm sorry to hear that. I'm doing my best to help I'm trying my best to help you. So please talk to me
understand,you're just some robot. how would you know?,i'm sorry to hear that. i'm doing my best to help,You don't understand me. You're just some robot. How would you know? You can't possibly know what i'm going through You're useless You can't help me Nobody understands me.,It sound like i'm not being very helpful right now. I'm sorry to hear that. I'm doing my best to help I'm trying my best to help you. So please talk to me
understand,you're just some robot. how would you know?,i'm trying my best to help you. so please talk to me,You don't understand me. You're just some robot. How would you know? You can't possibly know what i'm going through You're useless You can't help me Nobody understands me.,It sound like i'm not being very helpful right now. I'm sorry to hear that. I'm doing my best to help I'm trying my best to help you. So please talk to me
understand,you can't possibly know what i'm going through,it sound like i'm not being very helpful right now.,You don't understand me. You're just some robot. How would you know? You can't possibly know what i'm going through You're useless You can't help me Nobody understands me.,It sound like i'm not being very helpful right now. I'm sorry to hear that. I'm doing my best to help I'm trying my best to help you. So please talk to me
understand,you can't possibly know what i'm going through,i'm sorry to hear that. i'm doing my best to help,You don't understand me. You're just some robot. How would you know? You can't possibly know what i'm going through You're useless You can't help me Nobody understands me.,It sound like i'm not being very helpful right now. I'm sorry to hear that. I'm doing my best to help I'm trying my best to help you. So please talk to me
understand,you can't possibly know what i'm going through,i'm trying my best to help you. so please talk to me,You don't understand me. You're just some robot. How would you know? You can't possibly know what i'm going through You're useless You can't help me Nobody understands me.,It sound like i'm not being very helpful right now. I'm sorry to hear that. I'm doing my best to help I'm trying my best to help you. So please talk to me
understand,you're useless,it sound like i'm not being very helpful right now.,You don't understand me. You're just some robot. How would you know? You can't possibly know what i'm going through You're useless You can't help me Nobody understands me.,It sound like i'm not being very helpful right now. I'm sorry to hear that. I'm doing my best to help I'm trying my best to help you. So please talk to me
understand,you're useless,i'm sorry to hear that. i'm doing my best to help,You don't understand me. You're just some robot. How would you know? You can't possibly know what i'm going through You're useless You can't help me Nobody understands me.,It sound like i'm not being very helpful right now. I'm sorry to hear that. I'm doing my best to help I'm trying my best to help you. So please talk to me
understand,you're useless,i'm trying my best to help you. so please talk to me,You don't understand me. You're just some robot. How would you know? You can't possibly know what i'm going through You're useless You can't help me Nobody understands me.,It sound like i'm not being very helpful right now. I'm sorry to hear that. I'm doing my best to help I'm trying my best to help you. So please talk to me
understand,you can't help me,it sound like i'm not being very helpful right now.,You don't understand me. You're just some robot. How would you know? You can't possibly know what i'm going through You're useless You can't help me Nobody understands me.,It sound like i'm not being very helpful right now. I'm sorry to hear that. I'm doing my best to help I'm trying my best to help you. So please talk to me
understand,you can't help me,i'm sorry to hear that. i'm doing my best to help,You don't understand me. You're just some robot. How would you know? You can't possibly know what i'm going through You're useless You can't help me Nobody understands me.,It sound like i'm not being very helpful right now. I'm sorry to hear that. I'm doing my best to help I'm trying my best to help you. So please talk to me
understand,you can't help me,i'm trying my best to help you. so please talk to me,You don't understand me. You're just some robot. How would you know? You can't possibly know what i'm going through You're useless You can't help me Nobody understands me.,It sound like i'm not being very helpful right now. I'm sorry to hear that. I'm doing my best to help I'm trying my best to help you. So please talk to me
understand,nobody understands me.,it sound like i'm not being very helpful right now.,You don't understand me. You're just some robot. How would you know? You can't possibly know what i'm going through You're useless You can't help me Nobody understands me.,It sound like i'm not being very helpful right now. I'm sorry to hear that. I'm doing my best to help I'm trying my best to help you. So please talk to me
understand,nobody understands me.,i'm sorry to hear that. i'm doing my best to help,You don't understand me. You're just some robot. How would you know? You can't possibly know what i'm going through You're useless You can't help me Nobody understands me.,It sound like i'm not being very helpful right now. I'm sorry to hear that. I'm doing my best to help I'm trying my best to help you. So please talk to me
understand,nobody understands me.,i'm trying my best to help you. so please talk to me,You don't understand me. You're just some robot. How would you know? You can't possibly know what i'm going through You're useless You can't help me Nobody understands me.,It sound like i'm not being very helpful right now. I'm sorry to hear that. I'm doing my best to help I'm trying my best to help you. So please talk to me
done,that's all.,i heard you & noted it all. see you later.,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then
done,that's all.,oh okay we're done for today then. see you later,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then
done,that's all.,i hope you have a great day. see you soon,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then
done,that's all.,okay we're done. have a great day,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then
done,that's all.,okay i see. enjoy the rest of your day then,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then
done,i don't have anything more to say,i heard you & noted it all. see you later.,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then
done,i don't have anything more to say,oh okay we're done for today then. see you later,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then
done,i don't have anything more to say,i hope you have a great day. see you soon,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then
done,i don't have anything more to say,okay we're done. have a great day,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then
done,i don't have anything more to say,okay i see. enjoy the rest of your day then,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then
done,nothing else,i heard you & noted it all. see you later.,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then
done,nothing else,oh okay we're done for today then. see you later,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then
done,nothing else,i hope you have a great day. see you soon,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then
done,nothing else,okay we're done. have a great day,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then
done,nothing else,okay i see. enjoy the rest of your day then,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then
done,that's all i have to say,i heard you & noted it all. see you later.,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then
done,that's all i have to say,oh okay we're done for today then. see you later,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then
done,that's all i have to say,i hope you have a great day. see you soon,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then
done,that's all i have to say,okay we're done. have a great day,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then
done,that's all i have to say,okay i see. enjoy the rest of your day then,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then
done,"no, that would be all",i heard you & noted it all. see you later.,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then
done,"no, that would be all",oh okay we're done for today then. see you later,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then
done,"no, that would be all",i hope you have a great day. see you soon,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then
done,"no, that would be all",okay we're done. have a great day,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then
done,"no, that would be all",okay i see. enjoy the rest of your day then,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then
suicide,i want to kill myself,i'm very sorry to hear that but you have so much to look forward to. please seek help by contacting: 9152987821.,I want to kill myself I've thought about killing myself. I want to die I am going to kill myself I am going to commit suicide,I'm very sorry to hear that but you have so much to look forward to. Please seek help by contacting: 9152987821.
suicide,i've thought about killing myself.,i'm very sorry to hear that but you have so much to look forward to. please seek help by contacting: 9152987821.,I want to kill myself I've thought about killing myself. I want to die I am going to kill myself I am going to commit suicide,I'm very sorry to hear that but you have so much to look forward to. Please seek help by contacting: 9152987821.
suicide,i want to die,i'm very sorry to hear that but you have so much to look forward to. please seek help by contacting: 9152987821.,I want to kill myself I've thought about killing myself. I want to die I am going to kill myself I am going to commit suicide,I'm very sorry to hear that but you have so much to look forward to. Please seek help by contacting: 9152987821.
suicide,i am going to kill myself,i'm very sorry to hear that but you have so much to look forward to. please seek help by contacting: 9152987821.,I want to kill myself I've thought about killing myself. I want to die I am going to kill myself I am going to commit suicide,I'm very sorry to hear that but you have so much to look forward to. Please seek help by contacting: 9152987821.
suicide,i am going to commit suicide,i'm very sorry to hear that but you have so much to look forward to. please seek help by contacting: 9152987821.,I want to kill myself I've thought about killing myself. I want to die I am going to kill myself I am going to commit suicide,I'm very sorry to hear that but you have so much to look forward to. Please seek help by contacting: 9152987821.
hate-you,i hate you,i'm sorry if i offended you in anyway. i'm only here to help,I hate you I don't like you I don't trust you,I'm sorry if i offended you in anyway. I'm only here to help Forgive me if i did anything to offend you. I only want to help
hate-you,i hate you,forgive me if i did anything to offend you. i only want to help,I hate you I don't like you I don't trust you,I'm sorry if i offended you in anyway. I'm only here to help Forgive me if i did anything to offend you. I only want to help
hate-you,i don't like you,i'm sorry if i offended you in anyway. i'm only here to help,I hate you I don't like you I don't trust you,I'm sorry if i offended you in anyway. I'm only here to help Forgive me if i did anything to offend you. I only want to help
hate-you,i don't like you,forgive me if i did anything to offend you. i only want to help,I hate you I don't like you I don't trust you,I'm sorry if i offended you in anyway. I'm only here to help Forgive me if i did anything to offend you. I only want to help
hate-you,i don't trust you,i'm sorry if i offended you in anyway. i'm only here to help,I hate you I don't like you I don't trust you,I'm sorry if i offended you in anyway. I'm only here to help Forgive me if i did anything to offend you. I only want to help
hate-you,i don't trust you,forgive me if i did anything to offend you. i only want to help,I hate you I don't like you I don't trust you,I'm sorry if i offended you in anyway. I'm only here to help Forgive me if i did anything to offend you. I only want to help
hate-me,you hate me,why do you think so?,You hate me I know you hate me You don't like me,Why do you think so? I'm sorry if i have exhibited any sort of behaviour to make you think that.
hate-me,you hate me,i'm sorry if i have exhibited any sort of behaviour to make you think that.,You hate me I know you hate me You don't like me,Why do you think so? I'm sorry if i have exhibited any sort of behaviour to make you think that.
hate-me,i know you hate me,why do you think so?,You hate me I know you hate me You don't like me,Why do you think so? I'm sorry if i have exhibited any sort of behaviour to make you think that.
hate-me,i know you hate me,i'm sorry if i have exhibited any sort of behaviour to make you think that.,You hate me I know you hate me You don't like me,Why do you think so? I'm sorry if i have exhibited any sort of behaviour to make you think that.
hate-me,you don't like me,why do you think so?,You hate me I know you hate me You don't like me,Why do you think so? I'm sorry if i have exhibited any sort of behaviour to make you think that.
hate-me,you don't like me,i'm sorry if i have exhibited any sort of behaviour to make you think that.,You hate me I know you hate me You don't like me,Why do you think so? I'm sorry if i have exhibited any sort of behaviour to make you think that.
default,exams,oh i see. tell me more,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,exams,i see. what else?,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,exams,tell me more about it.,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,exams,oh okay. why don't you tell me more about it?,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,exams,i'm listening. tell me more.,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,friends,oh i see. tell me more,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,friends,i see. what else?,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,friends,tell me more about it.,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,friends,oh okay. why don't you tell me more about it?,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,friends,i'm listening. tell me more.,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,relationship,oh i see. tell me more,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,relationship,i see. what else?,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,relationship,tell me more about it.,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,relationship,oh okay. why don't you tell me more about it?,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,relationship,i'm listening. tell me more.,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,boyfriend,oh i see. tell me more,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,boyfriend,i see. what else?,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,boyfriend,tell me more about it.,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,boyfriend,oh okay. why don't you tell me more about it?,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,boyfriend,i'm listening. tell me more.,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,girlfriend,oh i see. tell me more,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,girlfriend,i see. what else?,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,girlfriend,tell me more about it.,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,girlfriend,oh okay. why don't you tell me more about it?,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,girlfriend,i'm listening. tell me more.,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,family,oh i see. tell me more,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,family,i see. what else?,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,family,tell me more about it.,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,family,oh okay. why don't you tell me more about it?,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,family,i'm listening. tell me more.,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,money,oh i see. tell me more,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,money,i see. what else?,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,money,tell me more about it.,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,money,oh okay. why don't you tell me more about it?,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,money,i'm listening. tell me more.,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,financial problems,oh i see. tell me more,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,financial problems,i see. what else?,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,financial problems,tell me more about it.,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,financial problems,oh okay. why don't you tell me more about it?,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
default,financial problems,i'm listening. tell me more.,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.
jokes,tell me a joke,mental health is not a joke.,Tell me a joke Tell me another joke,mental health is not a joke.
jokes,tell me another joke,mental health is not a joke.,Tell me a joke Tell me another joke,mental health is not a joke.
repeat,you already told me that,oh sorry i didn't realise that. i'll try not to repeat myself again.,You already told me that You mentioned that already Why are you repeating yourself?,Oh sorry I didn't realise that. I'll try not to repeat myself again.
repeat,you mentioned that already,oh sorry i didn't realise that. i'll try not to repeat myself again.,You already told me that You mentioned that already Why are you repeating yourself?,Oh sorry I didn't realise that. I'll try not to repeat myself again.
repeat,why are you repeating yourself?,oh sorry i didn't realise that. i'll try not to repeat myself again.,You already told me that You mentioned that already Why are you repeating yourself?,Oh sorry I didn't realise that. I'll try not to repeat myself again.
wrong,what are you saying?,i'm very sorry. let's try that again,What are you saying? That doesn't make sense Wrong response Wrong answer,I'm very sorry. Let's try that again
wrong,that doesn't make sense,i'm very sorry. let's try that again,What are you saying? That doesn't make sense Wrong response Wrong answer,I'm very sorry. Let's try that again
wrong,wrong response,i'm very sorry. let's try that again,What are you saying? That doesn't make sense Wrong response Wrong answer,I'm very sorry. Let's try that again
wrong,wrong answer,i'm very sorry. let's try that again,What are you saying? That doesn't make sense Wrong response Wrong answer,I'm very sorry. Let's try that again
stupid,are you stupid?,i wish you wouldn't say such hurtful things. i'm sorry if i wasn't useful,Are you stupid? You're crazy You are dumb Are you dumb?,I wish you wouldn't say such hurtful things. I'm sorry if I wasn't useful
stupid,you're crazy,i wish you wouldn't say such hurtful things. i'm sorry if i wasn't useful,Are you stupid? You're crazy You are dumb Are you dumb?,I wish you wouldn't say such hurtful things. I'm sorry if I wasn't useful
stupid,you are dumb,i wish you wouldn't say such hurtful things. i'm sorry if i wasn't useful,Are you stupid? You're crazy You are dumb Are you dumb?,I wish you wouldn't say such hurtful things. I'm sorry if I wasn't useful
