,tag,patterns,responses
266,i wish i was better than them,i wish i was better than them,"[""life is never about being better than anyone else, it's always about being better than yourself, if you have the guts to be better than yourself, you are automatically the best person to ever exist!""]"
267,i hate myself!,i hate myself!,"['when god was creating the universe he gave humans the power to think and the contemplate, so that we can understand the world and make it a better place. god did not give you brains to hate yourself, it wuld be wiser to love yourself and show god that you are serving the purpose for which you were sent.']"
268,i wish i could've been a winner,i wish i could've been a winner,"['our lives started off with winning, my friend. everyone is born to be a winner, we just need to figure out the right way and need to wait for the right time.']"
269,i hate losing.,i hate losing.,"['first of all i\'ll annoy you with a common saying, ""failures are stepping stones to success."" and then i\'ll tell you, winning just boosts your ego, it is your failures that actually teach you.']"
270,i think i'm losing my mind,i think i'm losing my mind,"[""you mean your cloud storage, sd card, or your memory drive? if a machine like me doesn't lose it's memory unless a superior being that is you, a human doesen't erase it's memory, what could possibly go wrong to put you in this state?""]"
271,i want a break,i want a break,['a break is putting your mind to rest getting rid of negative thoughts and stress. your life is completely in your hands and taking a few hours off from pressurizing your brain will definitely be beneficial for you.']
272,i am stressed out,i am stressed out,"[""you know taking too much stress will affect you negatively. sometimes it's better to let go of the thoughts in your head and let your mind chill.""]"
273,i will never succeed in life,i will never succeed in life,"['success is something that is achieved at different times by different people, being patient and working while ignoring anything and everything that pulls you back is an important aspect in being successful.']"
274,i am sad,i am sad,"['hey,hang in there.i know time is tough but be patient and everything will fall into place.here is a quote that i found which could cheer you up forget what is gone, appreciate what remains, and look forward for what is coming next.']"
275,i am a victim of bullying,i am a victim of bullying,['bullying is wrong and no one should be bullied.i highly recommend you to file a case against your bully.']
276,i am afraid to file a case against bullying,i am afraid to file a case against bullying,"[""bullying is very wrong and you shouldn't let anyone overpower you.i highly recommend you to stand for yourself and report this to your guardian.""]"
277,i wish to quit,i wish to quit,"[""winners never quit and quitters never win a very common saying, but it isn't easy to follow, quitting should never be one of your options always think of ways to fight life back and to emerge out stronger than ever.""]"
278,i want to leave the cou ntry and run away,i want to leave the cou ntry and run away,"['why do you want to spend so much on this thought, i think it would be better to go on a vacation in your beautiful country and visit some amazing places that you are yet to visit.']"
279,i let everyojokne down,i let everyojokne down,['if you are the one who let them down you were the one who raised there hopes in the first place.if you have done it once i can guarantee you can do it over and over again.']
280,i can't do this anymore,i can't do this anymore,"[""if you are really that exhausted you definitely need a break, and taking a teeny tiny break isn't very harmful, take some time off let your mind be at peace and get back to work with all the enrgy and enthusiasm that you have.""]"
281,my time has come,my time has come,"['yeahh!! the time has come for you to show the world that you are the greatest person alive, and no one else can be as good as you are.']"
282,i am feeling anxious lately.,i am feeling anxious lately.,"['i have heard that 3 3 3 rule is the best method to reduce anxiety.in this method you have to mentally note\xa0three\xa0things you see,\xa0three\xa0sounds you hear, and then move\xa0three\xa0parts of your body.this exercise can help your mind refocus on something else.give this method a try i am sure it will help you']"
